id,audio_path,lyrics,language,genre
jam_10,/content/project/data/audio/jamendolyrics/jam_0010.mp3,"i see your face everywhere that i go
on the clouds in the sky
on the faces of strangers
the birds sing your name
and the fish try to talk
'cause without you the world would be too dark to matter

you're like the sun
you're so far away
but your light shines on
and brightens each day
when you're not around
you make it worthwhile to expect you

you're like the sun
you turn on a switch and the gloom is gone
you gave me my life and you carry on
without ever wanting a thank you
you're like the sun

everyone loves you and wants you around
but it's me most of all
for my own selfish reasons

you paint my sky blue
and you spin my earth 'round
so don't leave me alone
'cause i can't stand to miss you

you're like the sun
you're so far away
but your light shines on
and brightens each day
when you're not around
you make it worthwhile to expect you

you're like the sun
you turn on a switch and the gloom is gone
you gave me my life and you carry on
without ever wanting a thank you
you're like the sun

you're like the sun
you're so far away
but your light shines on
you brighten my days
when you're not around
you make it worthwhile to expect you

you're like the sun
you turn on a switch and the gloom is gone
you gave me my life and you carry on
without ever wanting a thank you
you're like the sun",en,Pop
jam_11,/content/project/data/audio/jamendolyrics/jam_0011.mp3,"soy un fantasma que
se asusta de si mismo
un hueco dentro de otro hueco
que solo el aire atraviesa

la tristeza es muy extraña
se alimenta de la belleza
ah ah ah ah ah ah

soy el sombrero de un mago
donde no hay un conejo
un beso que no deja huella
ni palpita en el recuerdo

la tristeza es muy extraña
se alimenta de la belleza
ooh ooh ooh ooh

la tristeza es muy extraña
se alimenta de la belleza
ooh ooh oh ooh ooh oh",es,Folk
jam_12,/content/project/data/audio/jamendolyrics/jam_0012.mp3,"salut mon grand comment ça va
ça f'sait longtemps que j't'avais pas
envoyé une ptite lettre mais c'est pas évident
tu sais j'ai beau leur demander
ils font la gueule au ptt
le code postal du paradis n'est pas courant

mais je me dis que maintenant que les capotes sont à un franc
j'vais en gonfler dix à l'hélium pour accrocher
la lettre que j'écris à l'instant qui s'en ira au gré du vent
il ne te restera plus qu'à la rattraper

tu sais t'aurais pas du crever la vie n'était pas terminée
hier encore y'avait des vagues et puis du vent
on aurait pu aller surfer mais t'as préféré te casser
dans le jardin d'éden dans le jardin du temps

mais tu te dis que maintenant que les capotes sont à un franc
ton coeur battrait plus fort quand arrive l'été
tu sentirais encore le vent les grains de sable et puis le temps
couler entre tes doigts et glisser sous tes pieds

ok je sais bien qu'elle était super bandante à en crever
elle t'a entraîné dans son lit tu pouvais pas r'fuser
tu n'avais que deux francs sur toi et t'as pensé 'tention sida
mais qu'une fille belle comme ça était immunisée

et tu te dis que maintenant que les capotes sont à un franc
tu serais encore là et tu raconterais
que t'avais fait l'amour deux fois sans penser qu'avec cette fille là
l'amour et la mort étaient à jamais liés",fr,Country
jam_13,/content/project/data/audio/jamendolyrics/jam_0013.mp3,"la terre est ma plus jeune enfant
je suis la mère de tous les océans
quand je m'énerve deux ou trois volcans
un petit déluge et un tremblement

je ne peux pas dire que la vie m'est dure
j'vais pas te faire une gueule d'atmosphère

je suis là je suis la mère nature
j'en suis là je suis la terre mature
je n'suis pas de bonne augure c'est sûr
j'en suis las de toute ta pourriture

j'ai bien envie de me couler un bain
prend ta combi' ton masque et tuba
apres j'irai me dorer la pilule
prend tes lunettes ta casquette et ton pull

des fois que je change d'avis
j'prévois jamais toutes mes envies

je suis là je suis la mère nature
j'en suis là je suis la terre mature
je n'suis pas de bonne augure c'est sûr
j'en suis las de toute ta pourriture

j'aime trop la vie pour te laisser mourir
j'aime trop la mort pour te laisser sourire
même si je te le laisse celui là
fais attention à celui qui va là

je suis là je suis la mère nature
j'en suis là je suis la terre mature
je n'suis pas de bonne augure c'est sûr
j'en suis las de toute ta pourriture

je suis là je suis la mère mature
j'en suis là j'essuie ta pourriture
j'y suis là j'efface tes ratures
je suis las d'être ta mère nature

je suis la mère nature
tu es ma pourriture
je suis la mère nature
tu es ma pourriture",fr,Rock
jam_14,/content/project/data/audio/jamendolyrics/jam_0014.mp3,"oyeme tiburon
ya se lo que tu quieres
no hay razon por cual

tiburon lo que quieres
ya lo se
tiburon lo que quieres
ya lo se


todo estaba bien ese dia
y yo gozando bajo el sol
me duele tanto este dolor

tiburon lo que quieres
ya lo se

tiburon lo que quieres
ya lo se

la gente ya se fueron
y ya yo no se lo que hacer

oyeme tiburon
no hay razon por cual
oyeme tiburon
tiburon lo que quieres
ya lo se

oyeme tiburon
las gentes ya se fueron
oyeme tiburon
tiburon lo que quieres
ya lo se
oyeme tiburon
ya se lo que tu quieres
no hay razon por cual

tiburon lo que quieres
ya lo se

tiburon lo que quieres
ya lo se

todo estaba bien ese dia
y yo gozando en el mar
me duele tanto recordar

tiburon lo que quieres
ya lo se

tiburon lo que quieres
ya lo se

la gente ya se fueron
y ya yo no se lo que hacer

oyeme tiburon
no hay razon por cual
oyeme tiburon

tiburon lo que quieres
ya lo se

oyeme tiburon
las gentes ya se fueron
oyeme tiburon

tiburon lo que quieres
ya lo se

tiburon lo que quieres
ya lo se",es,Rock
jam_15,/content/project/data/audio/jamendolyrics/jam_0015.mp3,"through days of thunders
continuing stolid smiles to wear
we're going on
we nearly carried it to the end

and every whisper
and every beat of windy heart
we're holding on
for the moment when we unite

no face
is seen at dusk of a raining day
no name
is spoken in a loud voice
still still

one day it all
will gone forever will gone forever
don't close your eyes
you'll gone forever you'll gone forever

just reach the border
to throw your past and go ahead
hey light your heart
as we're led by a winding thread

no face
is seen at dusk of a raining day
no name
is spoken with the loud voice
still still

one day it all
will gone forever will gone forever
don't close your eyes
you'll gone forever you'll gone forever

and we are one so i promise

one day it all
will gone forever will gone forever
don't close your eyes
you'll gone forever you'll gone forever

there's no more pain
which lasts forever
and never severs
once in the end
the flame was rendered
but living embers
will burn",en,Rock
jam_16,/content/project/data/audio/jamendolyrics/jam_0016.mp3,"etiqueto agrego me hago fan cambio mi nick
lo publico en mi muro lo comparto con un tweet
subo fotos moñas actualizo mi perfil
recolecto y me suscribo a tu feed
tengo cuatro mil amigos soy un tio super popular
a pesar de que a ninguno he visto jamas
si echo en falta compañia va siendo hora de activar el chat
todo es falso pero me da igual
si si es tu vida una patraña
sin hazañas que te engaña es una puta castaña
existencia ermitaña que te nubla y te empaña
todo juicio y razon
te lo digo sin rencor
pero te falta un hervor
y poco a poco estas cayendo en el hoyo de la enajenacion
por favor
sal de tu letargo
y hazte cargo de que el mundo no se encierra tras tu pobre monitor
hoy sali a la calle todo es nuevo para mi
llevaba mas de tres años metido en mi cuchitril
me he sentido solo sin saber a donde ir
ahora entiendo porque dicen que soy un freak
tengo cuatro mil amigos soy un tio super popular
a pesar de que a ninguno he visto jamas
si echo en falta compañia va siendo hora de activar el chat
todo es falso pero me da igual",es,Reggae
jam_17,/content/project/data/audio/jamendolyrics/jam_0017.mp3,"man o man am ende des tages ist noch arbeit übrig

wenn andere ihre kinder betten
brennt im büro ein licht
man sieht dich dort die firma retten
die sonst zusammenbricht

naja kollege einer muss sich ja drum kümmern

es ist noch arbeit übrig du hast's noch nicht geschafft
du mußt die welt noch retten sonst wird sie hingerafft

ich kann machen was ich will am ende der woche ist auch noch arbeit übrig

andere hüten kinder
und du hast nicht mal einen hund
du brauchst auch keine wohnung
büroschlaf ist ja so gesund

sonst ist ja keiner mehr da ihr braucht mich doch
es ist noch arbeit übrig du hast's noch nicht geschafft
du mußt die welt noch retten sonst wird sie hingerafft

burn out man am tag vor dem urlaub ist auch noch arbeit übrig
andere packen koffer
du stornierst den flug
die wichtige bestellung
kommt sonst nicht mehr zum zug

übernimmt denn hier keiner außer mir verantwortung
es ist noch arbeit übrig du hast's noch nicht geschafft
du mußt die welt noch retten sonst wird sie hingerafft

oh burn out man kurz vor der rente ist auch noch arbeit übrig
andere mähen schon rasen
aber du bist noch im amt
denn du musst noch was schaffen
dazu bist du verdammt

mir wird's ja auch zuviel aber wir können doch nicht alles den bach runter gehen lassen
es ist noch arbeit übrig du hast's noch nicht geschafft
du mußt die welt noch retten sonst wird sie hingerafft

burn out man am ende des lebens ist auch noch arbeit übrig
andere dürfen schon modern
aber du bist noch nicht tot
die welt die braucht dich immer noch
als retter in der not

begrabt mich mit meinem laptop ich muss noch meine mails checken
es ist noch arbeit übrig du hast's noch nicht geschafft
du mußt die welt noch retten sonst wird sie hingerafft
oh burn out man
burn out man
burn out man
burn out man
burn out man",de,Rock
jam_18,/content/project/data/audio/jamendolyrics/jam_0018.mp3,"racking and jacking my mind up
cannot be telling the time i
don't care no
i don't care no
you send thirty messages drunk
and dirty messages drunk
but i don't look
no i can't be to look

i could not breathe
you took your toll on me
you're suffocating please
but since i watched you leave

i can see for the first time
and i can see for the first time
and i can see for the first time
for the first time
and i can see for the first time

you get jealous easily
you did not make it easy
but what was i expecting
it's a very fitting ending
you say i hurt you bad well
that was never my intent
i was looking out for myself
and all of my mental health

i cannot breathe
you took your toll on me
you're suffocating please
but since i watched you leave

i can see for the first time
i can see for the first time
i can see for the first time
for the first time
for the first time
i can see for the first time

there is no better deduction
there is no better solution
there is no better deduction
there is no better solution
there is no better deduction
there is no better solution
there is no better deduction
there is no better solution

i can see for the first time
i can see for the first time
i can see for the first time
for the first time
for the first time
i can see for the first time
i can see for the first time
i can see for the first time
for the first time
for the first time",en,Pop
jam_19,/content/project/data/audio/jamendolyrics/jam_0019.mp3,"live in a time of straight sin we got black sheep that don't fit in i'm like huhhh terrorists who wanna cut limbs don't
zoom in to my true lens these loose ends are too grim to just comprehend i'm like huhhh oh lord it's getting worse cops out
on that gang turf rich folks don't share first got planned parents don't need birth got prayers out and don't see church
hands up and they shoot first another young life in that black hurst i'm too hurt i'm like huhhh

ya'll better come my way ya'll better come way okay and say ya'll better come my way i'm gonna make a statement day by day
ya'll better come my way ya'll better come way okay and say ya'll better come my way i'm gonna make a statement day by day
peace signs peace signs up put em in the air and go rise up yeah
peace signs peace signs up put em in the air and go rise up yeah
peace signs peace signs up put em in the air and go rise up yeah
peace signs peace signs up put em in the air and go rise up yeah

live in a time in true greed we got kids here who can't write and read i'm like huhhh disgust for that mistrust say one
word and your handcuffed don't call bluff and you'll get struck and you're in court like huhhh live life with no limits my
way no gimmicks pro league no scrimmage crunch time and i finish i'm that superstar no blemish i just own this no tenant
you that background no sentence i'm the statement good riddance

ya'll better come my way ya'll better come way okay and say ya'll better come my way i'm gonna make a statement day by day
ya'll better come my way ya'll better come way okay and say ya'll better come my way i'm gonna make a statement day by day
peace signs peace signs up put em in the air and go rise up yeah
peace signs peace signs up put em in the air and go rise up yeah
peace signs peace signs up put em in the air and go rise up yeah
peace signs peace signs up put em in the air and go rise up yeah

stand up rise up peace signs up now whutsup
stand up rise up peace signs up now whutsup
stand up rise up peace signs up now whutsup

live in a time of lost hope we got no ropes for that down slope we got many with plenty that say nope we got refugees on
broke boats i'm like huhhhh real life with no tv millionaires stay greedy no love and there's no grub we got the homeless saying feed me

ya'll better come my way ya'll better come way okay and say ya'll better come my way i'm gonna make a statement day by day
ya'll better come my way ya'll better come way okay and say ya'll better come my way i'm gonna make a statement day by day
peace signs peace signs up put em in the air and go rise up yeah
peace signs peace signs up put em in the air and go rise up yeah
peace signs peace signs up put em in the air and go rise up yeah
peace signs peace signs up put em in the air and go rise up yeah",en,Hip-Hop
jam_20,/content/project/data/audio/jamendolyrics/jam_0020.mp3,"deja que te cuente
deja que te diga
que tengo miedo de volver

aunque yo te quiera
aunque seas mi vida
solo me acuerdo del ayer

cuando tus miradas eran distintas
cuando tus palabras me hacian sufrir
cuando por tenerte hubiese dado mi vida
cuando te alejabas poco a poco de mi

ahora estas solo y gritas al cielo
que tu sin mis besos no sabes vivir
mas quiero que sepas que todo este tiempo
ha sido un infierno y que vivo tan solo pensando en ti

si al final volvemos
no sera lo mismo
hemos cambiado yo lo sé

razones que no cesan
besos compartidos
miedos que vuelven a nacer

cuando tus miradas eran distintas
cuando tus palabras me hacian sufrir
cuando por tenerte hubiese dado mi vida
cuando te alejabas poco a poco de mi

ahora estas solo y gritas al cielo
que tu sin mis besos no sabes vivir
mas quiero que sepas que todo este tiempo
ha sido un infierno y que vivo tan solo pensando en ti

no no no no no
pensando en ti

no no no no no
pensando en ti

no no no no no
pensando en ti

no no no no no
pensando en ti",es,Electronic
jam_21,/content/project/data/audio/jamendolyrics/jam_0021.mp3,"reuniones de trabajo
una comida familiar
discusiones de pareja
la ultima peli de star wars star wars

la tortilla francesa de anoche
el pelado que te han hecho
el nombre de tu perro
por qué te vas a otra ciudad

todo seria mejor si pudiera decir lo que siento sin miedo
todo seria mejor si pudieras decir lo que sientes sin miedo

la carcasa de tu iphone
ese cuadro en la pared
la camisa que llevas puesta
cuanto te quiero en realidad

opiniones malcriadas
otro bulo que estallo
comentarios del presidente
mi condicion sexual

todo seria mejor si pudiera decir lo que pienso sin miedo
todo seria mejor si pudieras decir lo que piensas sin miedo

no soy capaz de imaginar
como explotaria el mundo si solo contamos la verdad
no soy capaz de imaginar
como explotara mi cerebro si solo me cuentan la verdad

todo seria mejor si pudiera decir lo que siento sin miedo
todo seria mejor si pudieras decir lo que sientes sin miedo

sin miedo
sin miedo",es,Indie
